Datetime,username,tweets,emotions
3/6/2021,on9trainers,dato people will only stay home once they are not asked to go to work so please talk to  miti  it seems everything is essential for them,happy
3/6/2021,NandosMY,for now we dinein kat rumah ok  tapau je  nandos walkin or via app or order via our delivery partners to get your  pe ri pe ri fix   together lets stay home and break the chain ,happy
3/6/2021,CanHCSingapore,  filled with fun facts and history details about the islandnation conveyed through geography games and puzzles an adventure awaits on every page     find out more here    books children canada sg singapore history adventure facts education,happy
3/6/2021,CanHCSingapore,  canadian author  marisha  wojciechowskas just launched the  singapore edition of  my  globetrotter  book  an aroundtheworld activity book series designed specially for kids aged       find out more here    books myglobetrotterbook sg  ,happy
3/6/2021,DGHisham,we self isolate ourselves now so as  when we gather again in time no one is missing  stay safe and stay home ,happy
3/6/2021,meesetan,hi  we are still open even fmco lets all do activities by staying at home and stay safe and take care    instagram    facebook   mee  setan twitter   tiktok    meesetan  meeanduforever ,happy
3/6/2021,ATEEZMalaysia,info    ateez  happy birthday md   based on the highest percentage this years  happy birthday md theme is stay home  kqshop ateez  ,happy
3/6/2021,nAliaBee,praying the best for everyone who is struggling during odl or those who are working from home  not to forget flying colours for the examination result   stay safe ,happy
3/6/2021,SolihahRahman,pkp  kita totally menggunakan perkhidmatan runner bagi menghantar barangan anda stay at home and stay safe guyss   bandar  sri  damansara ,happy
3/6/2021,Langkawi_Drum,visiting  langkawi  malaysia this weekend  here are my top picks of local stay homestay safe happenings for  june  thru    stay home,happy
3/6/2021,PravinPICU,sobering news indeed  covid mortalities rising in  malaysia  we  all need to play our part to stem the tide  listen to and  stay home whenever possible follow the  so ps meticulously and get vaccinated  asap ,happy
3/6/2021,KomunitiMyEG,now that were under lockdown once again here are   work from  home tips to help you stay on track stayhomestaysafe workfromhome   credit  ,happy
3/6/2021,pancake3taste,assalamualaikum  good morning warga  twitter stay  at home ye   jun  lockdown  cantik  clear je jalan sayasayanganda ,happy
3/6/2021,ByRazma,assalamualaikum  selamat sejahtera semua order jomm   anda order kami deliver     drive thru kbr  order  pickup  diskaun       grabfood  foodpanda   ada  diskaun   stay home stay safe semua  pkp covid localbusiness shahalam seksyen ,happy
3/6/2021,wawek_,stay home   stay safe   stay healthy   take care everyone    assalamualaikum and  good  morning sunshines   totallockdown  mco day  positivevibes   rumahku  syurgaku ,happy
2/6/2021,lilsadbij,why tf  i should gave up my wfh turn just bcs  im staying nearer  doesnt mean  i dont want to be safe and stay tf at home,happy
2/6/2021,Azzery74,good morning to all my friends and followers enjoy your  tremendous  thursday stay safe at home ,happy
2/6/2021,SitiFairuz20,itni jaldi so gayi  hadd hai  par koi na stay health stay safe be at home   ok  jaan plz take all precautions for shooting  dance  deewane    sid naaz ,happy
2/6/2021,aimdaniel,tell your family and friends to stay at home  please stay at home  good night,happy
2/6/2021,azimhazizud,so what needs to be done  lockdown  stay  at home  lockdown only slow down the virus even last year we took  months to flatten the curve when there were only hundreds of daily cases  now we have thousands  do you think lockdown is enough  the virus is going on full offensive,happy
2/6/2021,orrlang,thank you for doing this  dr  amar    this shows the real situation  not the daily cases   based on my research last yr for countries like  china  our situation will get worse and peak in  weeks  jun  from when lockdown started    provided most follow  sop and stay at home,happy
2/6/2021,jonestwong,               guys this aint good if we fail to control it  asap   lets stay home stay safe guys   ,happy
2/6/2021,AlphaNale,halo saya datang dari masa depan    cuma mau ngasih tau kalo corona masih ada  stay safe guys,happy
2/6/2021,azmilsyahmi,homemade  cappucino with freshly brewed coffee from my  moka  coffee  pot   stay at home  malaysia  stay  safe   you can get different  moka  coffee  pots from  lazada  malaysia  just click here    stay home stay safe  get well soon malaysia ,happy
2/6/2021,n_kirosha,this is not a joke guys  pls stay safe at home and get vaccinated  ,happy
2/6/2021,ShopeeSG,seems like  wfh is going to be around for quite some time   wed recommend getting these essentials that will help making at home much more comfortable    ,happy
2/6/2021,amiejafri,iyee   terasa mcm sebulan lockdown nie   bertabah jee lah   stay home   stay safe ,happy
2/6/2021,hhafizal,the more you weigh the harder you are to kidnap  keep eating while stay at home   ayam buttermilk dan  sup  sayur  bayam  cendawan ,happy
2/6/2021,izzetzen,stay safe stay at home  condolences to the families ,happy
2/6/2021,RafiCounsel,allahurabbi   stay at home pepol    stay safe everibodi   kematian tertinggi setakat hari ni  ,happy
2/6/2021,Pishangcreative,lockdown  day   stay safe and stay home pishangcreative pkp stayhome d ,happy
2/6/2021,alfirusahmad,how to stay home and safe while almost every companies got permission to operate by miti  we worker requested by company to come and work as usual,happy
2/6/2021,aidabhumi,not a statistic  i like at all   lets keep strong  stay  home be safe and take care    to the ones weve lost lets take a moment  al fatihah and  rest in  peace    covid  malaysia catat  kematian rekod tertinggi setakat ini ,happy
2/6/2021,Parames63382119,may they rest in peace  people out there stay home and stay safe ,happy
2/6/2021,Captain03309461,many were horrified to see huge numbers of people ignoring government advice  while many people follow advice  stay home those who did not were enough to cause alarm  why people dodge their responsibility in these difficult times  should we rely on them  ,happy
2/6/2021,mariafarida,stay home and still look good wearing  lockdown keepsafe staypositive ,happy
2/6/2021,MachinesAPR,stay home  we deliver to you  enjoy free nationwide delivery when you shop online for your favourite  apple products now   fulfilment at best effort during this extraordinary period  may take  working days ,happy
2/6/2021,blsexpress3,stay active no matter where you are a quick workout in your home area is better than no workout at all   blsexpress blsexpress eshopping jomshopping orderfulfilment stayproductive marketplace onlineshopping fulfilmentcenter ,happy
2/6/2021,nabilmusaa,it is hard to handle  tension at school home and in myself but i try to stay positive  i try so bad it hurt me  im glad and bless i still have my mom,happy
2/6/2021,shafiqsahh,hopefully next phase sektor ekonomi dpt bukak slowly  so stay safe  just stay at home,happy
2/6/2021,Stephie75838687,stay home stay safe   crossdresser mtf   sissy ,happy
2/6/2021,loanstreet,harga  ron and diesel remains but ron naik  sen lagi  luckily its  fmco kita stay at home je lah  be safe guys   klik link bawah untuk renew insurans kenderaan  kereta   motosikal   petrolprice  loanstreet renewinsurans ,happy
2/6/2021,bynmdy,selamat hari gawai  gayu guru gerai nyamai  lantang senang nguan menua  ohaaaa  anang bejegau  duduk rumah aja  stay safe  stay at home kok urang putis  ,happy
2/6/2021,ByRazma,assalamualaikum order awal tak kalut   anda order kami deliver   order  pickup  diskaun       grabfood  foodpanda   ada  diskaun   stay home stay safe semua  pkp staysafe  localbusiness shahalam seksyen breakfast lunch dinner ,happy
2/6/2021,AppBluej,we are all in this together  lets stay safe stay home and lets do our parts and flatten the curve ,happy
2/6/2021,MrCufresaid,its heavy raining around  kuala  lumpur  happy stay at home guys  lets enjoy the weather,happy
2/6/2021,THuskitory,stay  home   stay  safe  stay  happy    molly  the  samoyed    follow us for more amazing husky  ig fb  huskitory   samoyed happy happydog happiness dog dogsofinstagram dogs doglovers dogstagram doglife doggy stayhome staysafe covid ,happy
2/6/2021,gequeeann, follow sop not  safe  single  double mask not  safe  vaccinated not  safe  only  stay home   safe   life vs  livelihood balance during  covid    toughest  prioritization   everyone shall treat this  fmco  finale mco,happy
2/6/2021,Azzery74,stay cool and stay safe at home dh la  onyang,happy
2/6/2021,CityLinkMY,  attention   this is our  operating  hours during  fmco as the  government has implemented in order to flatten the  covid curve from the st of  june until the th of  june  please    please stay at home as advised and stay safe  covid fmco  stay home ,happy
2/6/2021,JasminIrisha,thinking about my bro and sis who are    yo and have been missing school for a year lets face it learning from home isnt the same  thinking about colleagues with young children  thinking about friends with newborns  stay safe everyone covid knows no age ,happy
2/6/2021,kujatelkutat,please protect then by stay safe and at home ,happy
2/6/2021,MHazriqFahimy29,stay  safe   stay at home  biaq hat tua tua ketua keluarga saja yg keluaq caqi rejeki and keperluan harian   insha allah  ada  jalan nya berdoalah selalu kepada  allah  swt  semoga kita semua sentiasa dilindungi  diberkati nya selalu  aamiin  aamiin yarobalalaamiin   staysafe ,happy
2/6/2021,DGHisham,please protect our children and adolescent  make sure they stay safe and stay at home ,happy
2/6/2021,srikumbhakarna,order your favourite food by staying at home and do take care of your health   enjoy this weekend with some special taste  kumbhakarna serves  hygienic   our delivery partners   foodpanda delivero myfood grabfood   stay safe  stay healthy  stay strong ,happy
2/6/2021,litedotmy,latest  so ps for  fmco    stay safe everyone and stay at home  ,happy
2/6/2021,smashpOp,stay at home and eat yummy things  fill up the tummy with happy feelings   which pastry would you pick  matchaearl grey choc croissant  matcha burnt cheesecake  houjicha  canel  tea based cookies   ,happy
2/6/2021,HIREMAIDEA,  jun   onward  whiz comms  stay  home  special  promotion ,happy
2/6/2021,SunwayC,with  covid cases numbers on the rise its pertinent that we stay home as much as we can to stay safe and reduce the spread of the virus  if you have to go out ensure that it is only for essential purposes and items  here are a few ways to stay safe when youre out in public ,happy
2/6/2021,AtikahRhmn,so my husband and  i tested positive covid on   until today day   pkd hasnt call us  alhamdulillah kesihatan kitaorang baik je  kitaorang stay home quarantine  inshaa allah until   minta semua doakan  atikah  keluarga sihat ye ,happy
2/6/2021,NickyPountney,stay  at  home  and  safe  malaysia ,happy
2/6/2021,gox7team,stay home  stay safe  together  we  can  fight  off  this  epidemic    gox urge you to stay safe and healthy by always stay at your home wash your hand wear a face mask and keep your distance with others  lets fight together against the  covid epidemic ,happy
2/6/2021,FTWRacingMsia,stay at home stay safe   ftwracing forallyourracingneeds ,happy
2/6/2021,HamzyBuilds,being ordered to go for  covid swab test and here i am now  lucky for me its a  home  surveillance  order  stay safe everyone  ,happy
2/6/2021,cipanjiwang,here ye  here ye  and not even my cat  a stray came in a few days ago and decided that my house is the place to practice stay at home during mco  ,happy
2/6/2021,MPPKUPTMKL,be sure to stay home always and dont go out unless its necessary   stay safe and hang in there,happy
2/6/2021,lovablecharming,stay  home  stay  safe ,happy
2/6/2021,lapau_my,sho pa uholics please take note  stay home and stay safe everybody  staysafe ,happy
2/6/2021,cantikwall,announcement on  cw operation during lockdown  any requirements via online       please stay at home  stay healthy everyone  zhirah ,happy
2/6/2021,GarminMalaysia,all brand store outlets will closed from st  june until further notice   facebook   instagram assistance are available as usual   stay at home and stay safe   garmin malaysia  beat yesterday my garminity ,happy
2/6/2021,ByRazma,assalamualaikum  selamat pagi semua   anda order kami deliver  jemput order ye   order  pickup  diskaun       grabfood  foodpanda   ada  diskaun   stay home stay safe semua  pkp staysafestrong  local shahalam breakfast lunch dinner ,happy
2/6/2021,TimeOutSG,keep your brain active while having fun during this stayhome period  singapore  ,happy
1/6/2021,Owen2587526569,is  kkm serious about this  total  lockdown then pls do it right  why so many there so many business are allowed to open  this mean more people may not able to  wfh or  stay at  home  hope there will be no more new clusters after   june since its  total  lockdown,happy
1/6/2021,ffirdaauss,lockdown makes me feel sick  missing the old good days when cov come  all things just not a life that we willin for  hope covid can dissapeared im hoping it  you all stay pls at home  jgn biar new world order taking us apart  aku rindu suasana nak keluar and itu dipanggil life,happy
1/6/2021,us8hunter,lets recover as soon as possible from  covid  malaysia  lockdown is time for us to selfcare quarantine   stay home  stay safe  stay healthy  malaysialockdown lockdownmalaysia lockdown malaysia covid ,happy
1/6/2021,oyya_baizura,stay safe at home everyone  duduk rumah ni banyak boleh menyimpan  ,happy
1/6/2021,PutriAimie_,hello everyone   mco begins today  so please please please stay at home and stay safe  if you have to go out follow the  sop  take care everyone  ,happy
1/6/2021,theartseni,other than that we will be sharing a little bit of everything else to keep you arttodate  stay at home  stay safe,happy
1/6/2021,yperic,humid   warm  weather  of  up  to  c  expected  for st  half  of  jun  stay  home  to  escape  the  heat ,happy
1/6/2021,surayaror,working from home is here to stay reports  nber ,happy
1/6/2021,dalphalegacy,stay safe at home everyone  we can get through this together  ,happy
1/6/2021,OurTampinesHub,stay home stay safe  heres to cheer up everyone amid these challenging times  the  laugh out loud  comedy  series shows will make a comeback as repeat online series on our  fb in  june   catch the famous  hossan  leong tomorrow   june at pm on  oth fb ,happy
1/6/2021,SquadInZone1,stay at home  stay safe   kita jaga kita  stay at home,happy
1/6/2021,zira_hmh,we are in a pandemic  keep safe stay at home get fat not covid,happy
1/6/2021,nurulhh63,been a while since  i took proper photos tell me how do you stay inspired and still create despite being cooped up at home vsco vscocam cafehopping ,happy
1/6/2021,PhuketRadio,wear that mask stay safe and follow us on  twitter do you know every follow has the name posted on the front page of our radio website  hold  on  were  going  home by  check the website if you just followed us you are on the website front page  ,happy
1/6/2021,ceciliaaliau,selamat hari gawai to all my friends and families i hope next year we can celebrate together and please stay at home ,happy
1/6/2021,zafriazfarr,to those people thinking  covid is a joke my sister is a doctor and she just shared this  stay fucking home so we all can finally one day live a normal life ffs ,happy
1/6/2021,MagisterSociety,due date       dont forget to upload your video with personal instagram account please unprivate you account and tag us   stay safe please stay at home   tmskuptmkl fehakuptm kuptmkl amazingkuptmkl,happy
1/6/2021,MagisterSociety,assalammualaikum   happy  gawai  dayak  day to all our friends in  sarawak and beyond      social  distance  doesnt  mean  we  arent  together  slow  the  spread of  covid  stay  home  if  you  can ,happy
1/6/2021,_lnfiniTEA,todays the first day of  full  movement  control  order   make sure you stay home and only leave for essentials and emergencies  stay in touch with your family and friends so you dont get emotionally and mentally exhausted  stay safe everyone  sn  fmco  stay home  covid ,happy
1/6/2021,IndependentSG,singapore the story of a family of  who went into selfquarantine when their new domestic helper tested positive again for  covid after she had been released from her stayhome notice  shn early was published in  the  straits  times  st on  tuesday   ,happy
1/6/2021,malaysia_covid,st day  phase   lockdown    icu continue to spike  a small drop on patients being intubated   active  case surpassed  level    stay at home stay safe to essential workers  ,happy
1/6/2021,pstl_kuching,ahoy  let us unite  malaysians    stay  safe  stay at  home  stay  strong   support the  movement  control  order help the frontliners and save lifes  you can change it        ,happy
1/6/2021,TNSajidahh,and to whoever judge any students that complaining about their cuti break etc just shut up u know how tired it is when u had to go through a year of online classes even u get the break but we still stay at home  doing assignments can u see the difference,happy
1/6/2021,anacherazak,taking this encouragement to share that  covid is real  please stay at home  please always sanitize yourself  wear a mask whenever you go out double mask if needed  keep social distancing  dont go out jogging or do anything without wearing mask  i swear please dont ,happy
1/6/2021,pedi_hun,everytime when you go there we lose stay at home,happy
1/6/2021,cyy_nancy,selamat hari gawai  stay home ,happy
1/6/2021,SamsungMalaysia,stay home  stay safe  stay connected   shop online now at    chat with us live at  ,happy
1/6/2021,AvisMalaysia,explore the intelligence of  proton  x with  avis at a special introductory rate   rm per day   we urge you to stay at home amidst the  covid pandemic and enjoy the planning of your next travel adventure  terms   conditions  apply ,happy
1/6/2021,uitmkdhlibrary,stay  connected   discover our e resources on  academy of  islamic  contemporary  acis e book  feel free to access our e books collection for your references  all of you are also recommended to use our digital library platform during this  mco    stay at home stay safe guys ,happy
1/6/2021,Owen2587526569,well thats quite a lot  hope this is what been agreed by all cabinet ministers and most important from  kkm  dont blame the people again if  kkm still find it hard to flatten the curve  it simply has to be the policy  we will continue to stay at home for the next  days,happy
1/6/2021,eemmmmKR,taknak complain dah  so so soo glad  i can stay home with my kids and my parents this time  allah atur cantik suruh kau duduk rumah je nanti rezeki lain  allah bagi,happy
1/6/2021,real_devi92,happy birthday sir   we wishes all sucess in life   keep smilingrocking   stay home and stay blessing sir   have a great day today and great year sir   wishes from maa fans ,happy
1/6/2021,HIREMAIDEA,explained  is  covid vaccine safe for pregnant women   she the people ,happy
1/6/2021,GourmetMale,qr compliance likely wouldnt have prevented this but if someone tests positive here in sg my phone immediately goes off if i was in any of the venues  stay at home instantaneously  everyone there as well  within hours    its not a panacea just damn it sure helps,happy
1/6/2021,syok_malaysia,stay at home everyone and stay safe  duduk rumah ,happy
1/6/2021,fatinatira_,stay safe and stay at home ye guys ,happy
1/6/2021,Caelia13763727,just  stay at home and stay safe  ,happy
1/6/2021,StarLifestyleMY,during the stayhome order its important to ensure that in addition to our physical health our mental wellbeing is also taken care of  mco  ,happy
1/6/2021,jelutonghb,hi  malaysian  government has imposed total lockdown for  days you gotta stay at home and no worries  jhb got your back  we have a few new offerings as follows that will makes you and your whole family enjoy every bite of it   to order  click  here  ,happy
1/6/2021,ombakvillalgk,miss travelling     we miss you too  stay home now so you can travel later    lets stay home and plan your next vacation with us   ombakvillalangkawi  stay home stay safe ,happy
1/6/2021,LEASportsCentre,to our  sabah   negeri  sembilan customers    you can continue shopping on  lsc  app   ls conline  stay home and stay safe     kitajagakita lsconline ,happy
1/6/2021,iamsumayyah_,hari ni kes k  stay home   stay safe ,happy
1/6/2021,shusuke61,retirement home hahaahnxiiixsmkx   arigathx  mei  please continue to stay safe and healthy over there  gambatte with your work and study stuff ,happy
1/6/2021,PopularMalaysia,join  thea stilton and her sisters in their newest adventure  stay home  check out  popclub e mag now at  to view the full version  enjoy amazing promotions at  popular online ,happy
1/6/2021,UniKLOfficial,its  mco again  stay home for your safety  protect our family and community  we can do this together   even from home you can still reach  uni kl via online  join our  get  to  know  us  session for more info about our university ,happy
1/6/2021,nrsabreenaa,stay safe and stay at home everyone  im happy now  ,happy
1/6/2021,akademisains,the more that people are out and about the more the virus can spread  lets do our part stay home and only go out if its extremely necessary  also lets avoid sharing news thats unverified as well as it impacts the community    stay safe everyone ,happy
1/6/2021,IMT_Hub,  ways to  stay  healthy  while  working  from  home ,happy
1/6/2021,xsyntaxerrorx,selamat ari gawai ngagai bala bala twitter  stay safe stay at home ,happy
1/6/2021,Kindnessdotmy,stay  home  stay  safe everyone  ,happy
1/6/2021,anis280694,alhamdulillah  both negative   stay home and stay safe everyone  firstlockdown   june  ,happy
1/6/2021,lizah_hh,me dont even need to buy me anything just bring me out on a fun day ill pay for my own food  activity  also me june  is under this wtv covid phase oh well i guess its a sign for me to stay home again,happy
1/6/2021,zahra_zane,great news we are back to business starting this th  june   sunday check us out via  foodpanda app this  saturday for food delivery or pick up see you soon stay home and stay safe everybody ,happy
1/6/2021,ChocomunchiesK,korang tak rindu ke pergi vacation macam dulu  jom ajak family  friends to register vaccine  stayhome semasa lockdown  kita mainkan peranan masing  stay home keep yourself entertained  dont  go  crazy  just  go  nutty   choco munchies  just go nutty ,happy
1/6/2021,melur_kitchen,great news we  are back to business starting this th  june   sunday check us out via  foodpanda app this  saturday for food delivery or pick up see you soon stay home and stay safe everybody ,happy
1/6/2021,boysyamroslan,stay calm stay home and drink coffee   special promotion for first  orders only  save  on total bill for orders above  rm   step   order here    step   key in special code  boysyam all capital letters   krave koffee  krave koffee xboysyam ,happy
1/6/2021,AppBluej,fmco  operation  hours  fmco  dont panic or starve yourself  blue j is still delivering as usual during this fmco fromam to pm everyday   stay tuned to our social media pages for updates  stay  home and  stay  safe  ,happy
1/6/2021,cikgunazir,the fking  kelantan gomen offered free parking during this lockdown  oi lanciou you shd charge  times the amount so that all the pmaks will stay home rather than ronda places to enjoy the free parking  why didnt your father throw you into the longkang when u were born,happy
1/6/2021,GHotel_Penang,keep  calm   stay  home with  g  hotel  gurneys yummy  afternoon  tea   to order please call  or  whats app     penang takeaway takeawayfood afternoontea ,happy
1/6/2021,vivienethel,back to wfh and conducting online classes in my confined room again stay home and stay safe guys  fmco,happy
1/6/2021,Menara_KL,the safety and health of our visitors are our outmost priority  we apologize for any inconvenience caused   stay  home   stay  safe   menarakl menarakualalumpur kltower malaysia,happy
1/6/2021,litedotmy,always remember to take a break    stay safe and stay at home  ,happy
1/6/2021,KakmazzC, stay safe at home,happy
1/6/2021,Leomozoo,salam pkp yg tak berapa pkp  stay safe stay at home  please take care of yourself always ,happy
1/6/2021,RaiAhmad_D_O_M,stay home and stay safe,happy
1/6/2021,SunwayU,dear  sunwayians kindly take note of our updated enquiry details to get in touch with our team of  course  consultants     stay home stay safe and stay informed   most happening campus  campus with a conscience ,happy
1/6/2021,buletin_my,focus  point  my  stay  safe  stay  home  ,happy
1/6/2021,HazimIkram,last replied  jam lepas   stay strong sis   work from home  counter kalau bukak pun sendu jee ,happy
1/6/2021,universalsambal,salam  hi korang  we are open for delivery order  roger kami untuk makanan fevret korang ok  stay safe and stay at home    takeaway drive thru   delivery   johor johorean  malaysia johorbahru visitjohor johorfood johorfoodie fulllockdown ,happy
1/6/2021,maximos62,yes  urged to stay at home two visitorsday social distancing  metres masks out of home working from home gyms  restaurants closed  sound familiar,happy
1/6/2021,kiraryuk91,i think my baby thinks im a stay at home mom   she so happy sbb ada  milk purifier depan mata,happy
1/6/2021,pastapanasmy,stay home stay safe and enjoy delivery fee discounts with  aliments    lets stay in as much as we can and keep each others safe     jom pasta  pasta panas ,happy
1/6/2021,ShopeeMY,stay home and be entertained by this awesome lineup  when you tune in to  shopees  awesome   concert   make sure to set your reminders here      shopee my  shopee my  shopee live my ,happy
1/6/2021,posthub_my,dear  valued  customers   posthub  malaysia will be operating as usual during this lockdown period   stay at home and let us worry about your deliveries   post  more  save  more at  posthub  malaysia   prices starting from  rm ,happy
1/6/2021,AestheticParfm,hello  june  its going to be a great month  we hope all of us have a good life and happiness  anyway stay safe and stay at home  we can do this  we can fight this   stay safe  pkp ,happy
1/6/2021,PromocodesMY,shopee  stay  home  stay  safe  extra  shipping  voucher   up to   ccb  vouchers   claim  all  vouchers  here  ,happy
1/6/2021,charmedorin,its very annoying and frustrating when you thought you could stay safe working from home but your departmentemployer still insists theyre essential and be allowed for operation during this  fmco i hope miti rejects our application ,happy
1/6/2021,AzayAzmi,we regret to inform you that our law firm will be physically closed for the time being and our team will be working from home  in lieu to that we shall do our utmost duty to ensure our clients interest are protected at its best  stay safe everyone ,happy
1/6/2021,k_popped,guyss  sweet   sour film featuring  jang ki yong  krystal and  chae soo bin  will be released on th  june   netflix  more days to go make sure you add this movie to your  mco bingewatch list okay stay home stay healthy everyone lets win this   photo courtesy of  netflix ,happy
1/6/2021,dzireena,lockdown for next two weeks starts today  stay safe everyone  and stay at home ,happy
1/6/2021,KyochonMalaysia,new month new outlet  now our  sri  petaling chingus can enjoy  kyo chon thats closer to home    dont forget to snap a picture of you enjoying  kyo chon and tag us to be featured  stay safe  enjoy  kyo chon from home   order from our website or via  grab food now   k ,happy
1/6/2021,MyTouchnGo,kindly take note that our  fitment  centres will be closed from   june  until   june     we apologise for any inconvenience this may cause    stay safe and stay home ,happy
1/6/2021,SitiShare,selamat  hari  gawai  gayu  guru  gerai  nyamai  stay safe at home ya,happy
1/6/2021,PopularMalaysia,dont worry we are in this together  we are always here for you no matter what   so stay safe stay at  home and shop at  popular  online    popular malaysia  popular online staysafe stayhome  kita jaga kita  mco ,happy
1/6/2021,RMHAstanaWing,we would like to wish  selamat  hari  gawai  dayak  gayu  guru  gerai  nyamai to those who are celebrating  enjoy quality bonding time with your family while staying safe and healthy at home  gawai  gawai  kita jaga kita ,happy
1/6/2021,nikazriena_,good morning  june    first day of total lockdown  may everything will be fine along this lockdown  please take care of each other take care of your mental health   make sure you consume more on self development selfimprovement and stay at home ,happy
1/6/2021,relamalaysia,  please  stay  at  home   stay  safe  everyone   anda  semua  tolong  kekal  di  rumah   kekal  selamat       ,happy
1/6/2021,AvisMalaysia,the longawaited muchdiscussed  bsegment  suv  proton  x is now available for rental   we urge you to stay at home amidst the  covid pandemic and enjoy the planning of your next travel adventure ,happy
1/6/2021,IMUMalaysia,as we enter a full lockdown starting today let us continue to practise the  so ps and stay home as much as possible     only we can help to flatten the curve    imu  stay safe  be socially responsible  stay healthy  stay at home  break the chain  flatten the curve ,happy
1/6/2021,nurzeyla_hatta,sarapan st day  pkp   stay home stay safe every ,happy
1/6/2021,HurngryMax,i dont understand why hes so unwilling to play his civic duty and stay at home and stay safe  unwilling to enforce  so ps on site also under the reasoning that theres only  people in the warehouse  if someone was infected everyone would be infected and it would be too late,happy
1/6/2021,valemillerchrd,june   first day of the month  lord we pray that  june and the rest of the month will be a month full of hope and blessings   take  care and  stay  at  home ,happy
1/6/2021,muhd_azam7,guys pastikan anda stay at home  kita yang kena jaga dan disiplinkan diri kita  covid bukan benda main  always stay safe ok lockdown ,happy
1/6/2021,ShopeeMY,staying at home and planning to stock up your daily necessities from  pg  get your favourite products like  head   shoulders  oral b   olay today because you can enjoy up to  off    shop now and stay safe   shopee my  shopee my ,happy
1/6/2021,bjakmy,phase one of total lockdown begins today   remember to follow all the  so ps    stay home stay safe ,happy
1/6/2021,GlendaChongCNA,all members of the delegation have been vaccinated and are scheduled to be tested for the coronavirus every day during their stay ,happy
1/6/2021,zackisdead,its like when america told the transformers to go home like who put you in charge  maybe  malaysia say  ok  mr  transformer pls stay here in pulau pinang who knows,happy
1/6/2021,TheRedCrone,stay safe always  be good and stay home birthdaywish,happy
1/6/2021,VimileswariN,i dont have to be the pm of a country to say that  be accountable for the  rakyat yet to be vaccinated  lockdown stay safe stay home can  vaccines,happy
1/6/2021,SunwayC,in light of the recent  fmco announcement kindly take note of our updated enquiry details to get in touch with our team of  course  consultants   stay home and stay safe   most happening campus  campus with a conscience ,happy
1/6/2021,real_devi92,happy birthday sir   we wishes all sucess in life   keep smiling  rocking   stay home and stay blessing sir ,happy
1/6/2021,derrickphantom,in my mind its not truly  mco unless i get to stay home and rest  im not lazy  i swear ,happy
1/6/2021,kpmg_malaysia,our people will be working from home and providing support to our clients during  fmco from   june   during this time please reach out to your respective  kpmg contacts directly  alternatively you may channel queries to info   stay home stay safe ,happy
1/6/2021,KFLEX_ASIA,lets play our part to stay at home and only go out for urgent matters  we will win the fight together   kita jaga kita  stay home stay safe ,happy
1/6/2021,lauchaiming,wishing all  sarawakians  gayu  guru  gerai  nyamai  selamat  ari  gawai  hope everyone stay safe stay home so that we can celebrate physically next year,happy
1/6/2021,sunwaykayangan,stay home  stay safe   ask what you can do not just ask what our government should do ,happy
1/6/2021,nora_tqh,happy lockdown  everyone  yeke  next year buatlaa cuti umum sempena memperingati kita lockdown contohnya stay at home ,happy
1/6/2021,Jenmen1100,happy  gawai to all of us especially the  dayaks stay home stay safe,happy
1/6/2021,AvisMalaysia,taking a break is for accomplishing a longer journey  stay safe stay healthy stay at home everyone ,happy
1/6/2021,ShopeeMY,raise your hand  if you decided to sapu all  a b c  d as your answer   good news for you you can get  all of these important groceries essentials from  shopee so just shop from home and stay safe    shopee my  shopee my ,happy
1/6/2021,yana1108,attn to zarzous lover   since kita da masuk tempoh lockdown lets all stay home and stay safe    also purchase  zarzou with me  you can join our contest for this month    stay home  get extra   duration   june    theres no min amount    ,happy
1/6/2021,leehuiseng,just stay home for everyones sake  pleasethere was a mass movement of vehicles on  friday nite and  saturday morningcausing road congestion in many areas where were these people going to if they are heading to supermarkets to resort to panic buyingthen there is no need to so ,happy
1/6/2021,DearAarol,salam  lockdown     stay at home and  stay safe korang  semoga  allah lindungi  malaysia ,happy
1/6/2021,drhalimahali,covid seems to cover all age groups  avoid crowded areas guys  keep our young ones safe  stay at home and make them happy ,happy
1/6/2021,SarahSahadinCBB,happy st  day of  total  lockdown  please stay at your geddang home k,happy
31/5/2021,brandconsultant,first beautiful day of lockdown   ive hit the ground running  itll be non stop throughout the day with a home video shoot for  fusionbrand more later  a presentation to a business schools advisory group at   stay positive everyone  malaysia,happy
31/5/2021,shamilamansor,i wish i can stay at home but thats all only in my sweetest dreams    happy  mco  everybody  stay safe and stay at home ,happy
31/5/2021,Ahfa87,morning and have a nice day everyonestay safe  stay at home biaq abg je g kerja  ,happy
31/5/2021,xmmbi,hihi stay safe at home yaaa,happy
31/5/2021,EziQKD,hahaha faham  tp kalau cuti stay at home hehehehe  stay safe in workplace,happy
31/5/2021,unknow_2301,you must know that the bees can be kill by the poison like you  soo beware  we are watching you  the are no country name  israel  you just take someone home to stay  and now you kill the landlord  shame on you  shame on israel,happy
31/5/2021,EziQKD,you too  wan stay safe  please stay at home ,happy
31/5/2021,xmmbi,have a great day  stay safe at home,happy
31/5/2021,adlynzafeerah,bb  already stay at home stay  happy ,happy
31/5/2021,xmmbi,morning  stay at home  stay safe,happy
31/5/2021,xmmbi,you to babe  stay safe   stay home if no need to go outside,happy
31/5/2021,ST_LifeTweets,stayhome guide for  tuesday  make your own kombucha enjoy steamed yellow croaker and more ,happy
